food_code,food_name,scientific_name,local_name,food_group,no._of_regions,tags,energy_kcal,moisture,total_fat,dietary_fiber,carbohydrate,protein,essential_amino_acids,saturated_fatty_acids,unsaturated_fatty_acids,essential_fatty_acids,monounsaturated_fatty_acids,polyunsaturated_fatty_acids,free_sugars,aluminium_(al),calcium_(ca),chromium_(cr),iron_(fe),magnesium_(mg),phosphorus_(p),potassium_(k),sodium_(na),zinc_(zn)
O063,"Rabbit, leg",,,Animal Meat,1,nonveg,139.576,70.33,5.99,0.0,0.0,21.31,21.476218,1.575,2.08,0.878,1.203,0.877,0.0,0.0,0.02231,0.0,0.00121,0.021,0.245,0.389,0.04603,0.00123
P001,Allathi,Elops machnata,"E. Tenpounder, Ladyfish, Indo pacific Tarpon; Mal. Valli poomeen, Vallipoomeen; Mar. Shonas, Dandeli, Chirya; O. Naum; Tam. Poomeen, Ullahti, Manna, Mooran Kendai; Tel. Jinnagow, Jallagu; [Place of collection: Chennai]",Marine Fish,1,fishetarian nonveg,97.034,75.91,0.98,0.0,0.0,21.77,21.624141,0.346,0.426,0.23547,0.165,0.261,0.0,0.0,0.01378,1.2e-05,0.00062,0.02908,0.215,0.286,0.03268,0.0003
P002,Aluva,Parastromateus niger,"E. Black pomfret, Brown Pomfret, Pomfret; G. Halwa, Adadio; Kan. Thondrotte; Kon. Halwa; Mal. Karuvolli, Karauthakoli, Avoli, Vellavoli; Mar. Halwa; Tam. Vellaivaval, Vavval, Karuvaval; Tel. Nallachanduva, Chanduva, Thellachanduva; [Place of collection: Vizag, Goa and Mumbai]",Marine Fish,3,fishetarian nonveg,103.726,75.71,1.8,0.0,0.0,21.63,21.405048,0.755,0.778,0.41328,0.288,0.49,0.0,0.0,0.01132,1.1e-05,0.00042,0.03438,0.245,0.47,0.04486,0.00038
P003,Anchovy,Stolephorus indicus,"E. Indian anchovy, Hardenberg`s anchovy; Mal. Conetholi; Mar. Dindus; Tam. Tamil Nethilli; Tel. Nattoo; [Place of collection: Chennai and Kochi]",Marine Fish,2,fishetarian nonveg,87.713,77.77,0.78,0.0,0.0,19.88,18.748828,0.248,0.34036,0.28039,0.05036,0.29,0.0,0.0,0.0366,1.6e-05,0.00054,0.053,0.246,0.27,0.212,0.00065
P004,Ari fish,Aprion virescens,E. Green jobfish; [Place of collection: Kochi],Marine Fish,1,fishetarian nonveg,99.185,77.09,1.11,0.0,0.0,22.01,21.673247,0.408,0.485,0.29197,0.166,0.319,0.0,0.0,0.00436,2e-06,0.00047,0.03027,0.265,0.447,0.03735,0.00031
P005,Betki,Lates calcarifer,"E. Barramundi, Asian sea bass, Cockup, Cock up, Giant Sea Perch, Giant Seaperch; B. Bhekti; G. Bekti, Gariyu; Kan. Keliji, Koliji; Mal. Narimeen, Nuddee meen, Nair meen, Nari meen; Mar. Khajura, Jiteda, Khajuri, Fitadar; O. Durruah, Bekkut; Tam. Painnee meen, Koduva, Keduwa; Tel. Pandu kopah, Dadhara, Pandu menu; [Place of collection: Kolkata]",Marine Fish,1,fishetarian nonveg,67.87599999999999,82.52,0.29,0.0,0.0,15.28,15.199016,0.0864,0.11063,0.05055,0.05327,0.05736,0.0,0.0,0.00884,1.4e-05,0.00031,0.02416,0.188,0.355,0.06368,0.00036
P006,Black snapper,Macolor niger,[Place of collection: Kolkata],Marine Fish,1,fishetarian nonveg,90.103,78.09,1.24,0.0,0.0,19.5,19.578,0.47,0.544,0.27838,0.251,0.293,0.0,0.0,0.00991,4.6e-05,0.00056,0.02672,0.195,0.341,0.04123,0.0004
P007,Bombay duck,Harpadon nehereus,"E. Bummalo; B. Nehare, Lutia, Bamaloh; G. Bumla, Gulchi; Mar. Bunmalo, Bombil; O. Bombil; Tam. Vangaravasi; Tel. Cucah sawahri, Coco mottah; Common. Lizardfish; [Place of collection: Mumbai and Kolkata]",Marine Fish,2,fishetarian nonveg,68.593,83.24,1.03,0.0,0.0,13.53,13.355463,0.398,0.423,0.25224,0.171,0.252,0.0,0.0,0.159,1e-05,0.00081,0.02427,0.185,0.188,0.223,0.00042
P008,Bommuralu,Muraenesox cinerius,"E. Daggertooth pike conger, Dagger tooth pike conger; Common. Eel; [Place of collection: Chennai, Goa and Vizag]",Marine Fish,3,fishetarian nonveg,115.915,76.42,2.87,0.0,0.0,22.3,21.82947,1.238,1.295,0.4454,0.701,0.594,0.0,0.0,0.04733,1.7e-05,0.00043,0.02713,0.207,0.349,0.06187,0.00067
P009,Cat fish,Tachysurus thalassinus,[Place of collection: Chennai],Marine Fish,1,fishetarian nonveg,108.984,76.22,2.13,0.0,0.0,22.18,21.372648,0.792,1.049,0.55035,0.43,0.619,0.0,0.0,0.00554,1.5e-05,0.00072,0.02569,0.252,0.429,0.03582,0.00058
P010,Chakla,Rachycentron canadum,"E. Cobia, Black kingfish, Black King Fish, Butterfish, Black salmon, Ling, Lemonfish, Crabeater, Prodigal son, Black bonito; G. Modasa; Mal. Neimeen; Mar. Muddus, Sakala, Sakla, Madusa; Tam. Cuddul verarl, Kadal viral; Tel. Peddah mottah; Common. Perciform marine fish; [Place of collection: Mumbai, Vizag, Goa, Mandapam and Chennai]",Marine Fish,5,fishetarian nonveg,97.034,78.36,1.68,0.0,0.0,20.21,19.652204,0.654,0.774,0.37781,0.352,0.422,0.0,0.0,0.00655,1.4e-05,0.00041,0.02471,0.219,0.343,0.05141,0.00057
P011,Chappal,Aluterus monoceros,E. Unicorn leatherjacket; Common. Filefish; [Place of collection: Goa],Marine Fish,1,fishetarian nonveg,75.76299999999999,80.61,0.67,0.0,0.0,17.17,17.243831,0.199,0.28251,0.19901,0.07451,0.208,0.0,0.0,0.01022,1.4e-05,0.00129,0.02585,0.203,0.306,0.03812,0.00067
P012,Chelu,Elagatis bipinnulata,"E. Rainbow runner, Rainbow yellowtail, Spanish jack, Hawaiian salmon; Mal. Poomeen, Chameen; Tam. Kulkul; Common. Pelagic marine fish; [Place of collection: Vizag and Chennai]",Marine Fish,2,fishetarian nonveg,87.47399999999999,76.36,0.7,0.0,0.0,20.02,19.803784,0.229,0.283,0.1685,0.104,0.179,0.0,0.0,0.00817,9e-06,0.00067,0.03168,0.252,0.406,0.0376,0.00041
P013,Chembali,Lutjanus quinquelineatus,"E. Five lined snapper, Blue striped snapper, Fivelines Seaperch, Gold striped Sea-perch., Five line Snapper, Fivelined Snapper; Common. Snapper; [Place of collection: Kochi]",Marine Fish,1,fishetarian nonveg,97.034,77.54,1.77,0.0,0.0,20.06,20.082066,0.7,0.809,0.38226,0.369,0.44,0.0,0.0,0.02372,3e-06,0.00031,0.03055,0.211,0.323,0.03898,0.00032
P014,Eri meen,Pristipomoides filamentosus,"E. Crimson jobfish, Crimson snapper, Opakapaka, Hawaiian pink snapper; Common. Snapper; [Place of collection: Kochi]",Marine Fish,1,fishetarian nonveg,108.506,76.54,2.02,0.0,0.0,22.3,22.47617,0.739,1.006,0.60451,0.34,0.666,0.0,0.0,0.01245,1e-06,0.00046,0.03099,0.243,0.402,0.04119,0.00031
P015,Gobro,Epinephelus diacanthus,"E. Coral Cod, Six barred Reef Cod, Thornycheek Grouper, Spinycheek Grouper, Grouper, Six barred Reef cod, Seabass, Coral Trout; Kan. Guri; Kon. Gobri; Mal. Kalawa, Varayan Kalawa; Mar. Gobra, Hekaru; Tam. Kalava; Common. Serranid fish; [Place of collection: Mumbai and Goa]",Marine Fish,2,fishetarian nonveg,86.518,78.84,0.88,0.0,0.0,19.37,18.852821,0.289,0.389,0.22366,0.138,0.251,0.0,0.0,0.02418,6e-06,0.00036,0.02823,0.17,0.316,0.05268,0.00037
P016,Guitar fish,Rhinobatus prahli,[Place of collection: Chennai],Marine Fish,1,fishetarian nonveg,95.6,75.73,0.44,0.0,0.0,22.56,22.393056,0.114,0.17987,0.13533,0.03687,0.143,0.0,0.0,0.01732,2.4e-05,0.00044,0.02745,0.23,0.342,0.07081,0.00035
P017,Hilsa,Tenualosa ilisha,"E. Ilish, Hilsa, River Shad, Indian Shad, Hilsa Shad; A. Elish, Ilish; B. Ilishmach, Ilish, Hilsa, Ilisha, Hilsha; G. Chaski, Palla, Chaksi, Chakshi; H. Hilsa; Kan. Palasa, Paliya, Polasa, Palia, Mullasu; Mal. Paluva, Valava, Paliyah; Mar. Palva, Chaksi, Pala, Palla; O. Ilisha, Ilish, Jodi; Tam. Karuva ullam, Sevva, Dolum, Ullam, Oolum; Tel. Palasah, Polasa, Palasa, Palia; Common. Herring; [Place of collection: Kochi]",Marine Fish,2,fishetarian nonveg,258.837,60.09,18.49,0.0,0.0,21.8,20.03202,9.286,7.822,1.439,6.021,1.801,0.0,0.0,0.01982,6e-06,0.00119,0.03062,0.278,0.341,0.08088,0.00064
P018,Jallal,Arius sp.,E. Arius; Common. Catfish; [Place of collection: Vizag],Marine Fish,1,fishetarian nonveg,100.38,77.5,1.46,0.0,0.0,21.55,21.414235,0.519,0.7,0.33884,0.311,0.389,0.0,0.0,0.01473,3e-06,0.00046,0.02912,0.204,0.368,0.07433,0.00083
P019,Jathi vela meen,Lethrinus lentjan,"E. Pig face Bream, Silver Spotted Sea Bream, Bridled Pigface bream; Mal. Pullivelameen, Kadu; Tam. Valamin; Tel. Karua; Common. Emperor fish; [Place of collection: Mumbai and Mandapam]",Marine Fish,2,fishetarian nonveg,108.267,75.66,1.92,0.0,0.0,22.45,22.025695,0.837,0.813,0.26136,0.519,0.294,0.0,0.0,0.00665,1.1e-05,0.00028,0.03112,0.249,0.467,0.03053,0.00035
P020,Kadal bral,Synodus indicus,E. Indian lizardfish; Common. Lizardfish; [Place of collection: Kochi],Marine Fish,1,fishetarian nonveg,87.952,79.66,1.34,0.0,0.0,18.72,17.664192,0.478,0.628,0.3969,0.192,0.436,0.0,0.0,0.07392,1e-06,0.00031,0.02955,0.219,0.366,0.05366,0.00038
P021,Kadali,Nemipterus mesoprion,E. Redfilament Threadfin bream; [Place of collection: Chennai],Marine Fish,1,fishetarian nonveg,126.67,73.74,4.2,0.0,0.0,22.07,21.950822,1.611,2.16,1.18626,0.818,1.342,0.0,0.0,0.00862,1.8e-05,0.00038,0.02623,0.207,0.39,0.03606,0.00035
P022,Kalamaara,Leptomelanosoma indicum,"E. Indian threadfin, Monk Fish, Thread Fin, Row Ball, Bastard Mullets, Bamin, Threadfin, Indian Salmon, Giant Threadfin, Indian Threadfin; G. Dara, Darha, Dadha; Kan. Vahmeenu, Ramas; Mal. Thamuthi, Yeta, Wahmeen, Baameen, Norakudiyan, Bahmin; Mar. Dara, Darha, Chelna; Tam. Thiravalai, Vellaikala, Seenakalai, Tahlunkala, Panigala, Valanakala, Kala, Battihiravalai, Kondiangalai, Kattikalai; Tel. Podikimaga, Budathamaga, Boddumaga, Thellamaga, Sahala, Maga-booshee; Common. Coastal fish; [Place of collection: Goa and Vizag]",Marine Fish,2,fishetarian nonveg,124.997,75.5,4.54,0.0,0.0,20.89,20.662299,2.107,1.986,0.75664,1.079,0.907,0.0,0.0,0.00754,6e-06,0.0005,0.03429,0.227,0.42,0.02933,0.00038
P023,Kalava,Epinephelus coioides,"E. Orange spotted grouper, Estuary cod; [Place of collection: Mandapam]",Marine Fish,1,fishetarian nonveg,89.386,80.02,1.2,0.0,0.0,19.38,19.213332,0.455,0.525,0.23782,0.25,0.275,0.0,0.0,0.01066,9e-06,0.00026,0.02287,0.177,0.279,0.04014,0.00082
P024,Kanamayya,Lutjanus rivulatus,"E. Blubberlip snapper, Maori Snapper, Multi coloured Snapper; Mal. Kathupiriyan; Tam. Cuttu pirium; Common. Snapper; [Place of collection: Chennai and Vizag]",Marine Fish,2,fishetarian nonveg,87.713,77.59,0.65,0.0,0.0,20.19,20.038575,0.209,0.281,0.14897,0.113,0.168,0.0,0.0,0.00772,3e-06,0.00036,0.02707,0.194,0.346,0.05053,0.00031
P025,Kannadi paarai,Alectis indicus,"E. Diamond trevally, Indian threadfish, Indian threadfin, Mirror fish, Plumed trevally; Common. Coastal marine fish; [Place of collection: Mumbai, Chennai and Mandapam]",Marine Fish,3,fishetarian nonveg,101.097,76.25,1.27,0.0,0.0,22.09,21.277088,0.479,0.563,0.29673,0.234,0.329,0.0,0.0,0.00904,1e-05,0.00031,0.03236,0.252,0.432,0.05957,0.0004
P026,Karimeen,Etroplus suratensis,"E. Green chromide, Pearlspot cichlid, Banded pearlspot, Striped chromide, Pearl Spot, Banded Etroplus; Kan. Elimeenu; Kash. Pitul; Kon. Kalunder; Mal. Karimeen, Erumeen, Irimeen; O. Cundahle; Tam. Seththa Kendai, Karassar, Sethakendai, Sethakandai, Palincha, Panishettai, Udupatti; Tel. Cashi mara, Cashimara, Duvvenachepa; Common. Cichlid fish; [Place of collection: Kochi]",Marine Fish,1,fishetarian nonveg,92.254,78.66,1.38,0.0,0.0,19.68,19.567824,0.577,0.564,0.22043,0.29,0.274,0.0,0.0,0.01173,6e-06,0.0006,0.02849,0.192,0.452,0.02372,0.00046
P027,Karnagawala,Anchoa hepsetus,E. Broad striped anchovy; [Place of collection: Vizag],Marine Fish,1,fishetarian nonveg,86.75699999999999,79.22,0.84,0.0,0.0,19.52,19.311136,0.255,0.38626,0.28543,0.08526,0.301,0.0,0.0,0.06003,1.3e-05,0.00044,0.0443,0.178,0.228,0.06327,0.00041
P028,Kayrai,Thunnus albacores,"E. Yellowfin tuna, Yellow Fin Tuna; G. Gedar, Gedara; Kon. Bokado; Mal. Poovan choora; Mar. Kuppa, Gedar, Bugudi, Pimp; Tam. Soccer; Common. Tuna; [Place of collection: Chennai]",Marine Fish,2,fishetarian nonveg,108.506,72.69,3.0,0.0,0.0,20.15,19.07399,1.096,1.563,0.89899,0.583,0.98,0.0,0.0,0.006,6e-06,0.00098,0.03174,0.266,0.321,0.02512,0.00039
P029,Kiriyan,Atule mate,"E. Yellowtail scad, Northern yellowtail scad, One finlet scad, Deep trevally, Omaka, Horse Mackerel; Kan. Gondlu; Mal. Para; Tam. Pulli Parai, Para, Warri parah, Vennai Parai, Semaparai, Parai, Thenga Parai, Komaraparai, Kilisai; Tel. Manjal Parai, Pulli Parai, Para; Common. Small inshore marine fish; [Place of collection: Kochi]",Marine Fish,1,fishetarian nonveg,132.884,72.39,4.7,0.0,0.0,22.49,22.330321,2.102,2.137,0.92433,1.068,1.069,0.0,0.0,0.01942,0.0,0.001,0.03198,0.214,0.277,0.03588,0.00082
P030,Kite fish,Mobula kuhlii,E. Shortfin devil ray; Common. Ray; [Place of collection: Kochi],Marine Fish,1,fishetarian nonveg,98.707,77.61,0.56,0.0,0.0,23.07,23.012325,0.169,0.21062,0.12831,0.06762,0.143,0.0,0.0,0.01102,5e-06,0.00138,0.02846,0.231,0.387,0.05903,0.00055
P031,Korka,Terapon jarbua,"E. Crescent grunter, Target Fish, Crescent Bass, Crescent Perch, Tiger Bass, Jarbua Terapon, Tiger perch, Squeaking Perch; B. Boorgooni, Jeerpye; G. Garangeta, Naida; Kan. Gore; Mal. Kotha, Marakkeri, Keeri, Kallakeedam; Mar. Naveri Hajam, Naveri; O. Gahnu, Galikooru; Tam. Mattakkeechan, Palin keetchan, Kovakeechan, Palinkeechan, Pootankeeli, Keeli, Keechan, Chavathinnikeeli; Tel. Baikeeli, Kilipothu, Ganam, Samudrakili; Common. Grunter; [Place of collection: Kochi]",Marine Fish,1,fishetarian nonveg,126.192,72.25,3.36,0.0,0.0,23.72,22.144992,1.407,1.585,0.76231,0.687,0.898,0.0,0.0,0.01112,4e-06,0.00073,0.02855,0.229,0.349,0.0433,0.00147
P032,Kulam paarai,Carangoides fulvoguttatus,"E. Yellowspotted trevally, Yellowspotted kingfish, Goldspotted trevally, Tarrum; Common. Large inshore marine fish; [Place of collection: Chennai]",Marine Fish,1,fishetarian nonveg,119.739,73.44,3.6,0.0,0.0,21.62,21.250298,1.43,1.785,1.01785,0.678,1.107,0.0,0.0,0.01517,2.7e-05,0.0005,0.03079,0.244,0.366,0.04917,0.00052
P033,Maagaa,Polynemus plebeius,E. Striped threadfin; Common. Marine fish; [Place of collection: Vizag],Marine Fish,1,fishetarian nonveg,87.47399999999999,79.23,0.67,0.0,0.0,20.11,20.063747,0.201,0.24212,0.13039,0.09612,0.146,0.0,0.0,0.00842,2e-06,0.00023,0.03032,0.181,0.375,0.05228,0.00035
P034,Mackerel,Rastrelliger kanagurta,"E. Indian mackerel, Rake Gillat Mackerel; G. Bangada; Kan. Bangda, Bangadei, Bangada; Kon. Bangada; Mal. Ayila, Ayala, Ayla; Mar. Kaulagedar, Bangada, Kaula Gedar; O. Karan kita; Tam. Kanangeluthi, Kumala, Kumla, Augalai; Tel. Kannangadatha, Kanagurta, Kamangadachalu; Common. Mackerel; [Place of collection: Chennai, Mumbai and Goa]",Marine Fish,3,fishetarian nonveg,101.097,74.55,1.53,0.0,0.0,21.51,20.73564,0.604,0.686,0.41419,0.216,0.47,0.0,0.0,0.03127,1.1e-05,0.00146,0.03746,0.231,0.309,0.08301,0.00067
P035,Manda clathi,Naso reticulatus,E. Reticulated unicornfish; [Place of collection: Mandapam],Marine Fish,1,fishetarian nonveg,95.122,76.32,1.0,0.0,0.0,21.27,20.885013,0.337,0.449,0.23678,0.171,0.278,0.0,0.0,0.01148,2.7e-05,0.00043,0.03788,0.32,0.431,0.0585,0.00037
P036,Matha,Acanthurus mata,"E. Elongate surgeonfish, Blue lined surgeonfish; Mal. Pala; Common. Marine tropical fish; [Place of collection: Chennai and vizag]",Marine Fish,2,fishetarian nonveg,92.971,79.81,0.79,0.0,0.0,21.17,21.368998,0.297,0.294,0.17567,0.106,0.188,0.0,0.0,0.01402,1.7e-05,0.00032,0.04024,0.263,0.45,0.06258,0.00032
P037,Milk fish,Chanos chanos,"E. Milkfish, Milk fish, White Mullet; Kan. Humeen, Hoomeenu, Hoo meenu; Mal. Poomeen; Tam. Pal kendai, Palmeen, Tulu candul, Thullu, Palai meen; Tel. Pallabontha, Polah bontah; [Place of collection: Mandapam]",Marine Fish,1,fishetarian nonveg,105.638,72.22,1.09,0.0,0.0,23.66,23.66,0.366,0.509,0.28713,0.188,0.321,0.0,0.0,0.02918,6e-06,0.00135,0.03538,0.292,0.301,0.04298,0.00243
P038,Moon fish,Mene maculata,"E. Moonfish; G. Vaniani; Kan. Hakkimeen; Mal. Ambattan parah; Tam. Ambutan parah, Amattikatti; Common. Perch fish; [Place of collection: Mumbai]",Marine Fish,1,fishetarian nonveg,125.714,74.21,4.69,0.0,0.0,20.74,20.742074,2.929,1.306,0.32095,0.932,0.374,0.0,0.0,0.02918,4e-06,0.00167,0.03714,0.169,0.157,0.06517,0.00093
P039,Mullet,Mugil cephalus,"E. Flathead grey mullet, Flathead Greymullet; B. Ain; G. Bhomat, Boi, Gandhia; Kan. Mala; Mal. Tirutha, Thirutha, Tiruta; Mar. Boi, Mangan, Boita, Pilas, Bol, Pilsa, Sherto; Tam. Madavai, Kasmeen, Manla; Tel. Kathiparega, Kathi parenga; Common. Food fish; [Place of collection: Mumbai, Kochi and Chennai]",Marine Fish,3,fishetarian nonveg,93.927,76.12,1.32,0.0,0.0,20.23,20.039838,0.495,0.597,0.33383,0.219,0.378,0.0,0.0,0.0352,1.4e-05,0.00131,0.03409,0.222,0.331,0.06609,0.00045
P040,Mural,Tylosurus crocodilus crocodilus,"E. Houndfish, Crocodile needlefish, Giant Longtom; Mal. Oola, Keran; Mar. Tol; Tam. Pahmum kolah; Tel. Wahlah kuddera; Common. Game fish; [Place of collection: Mandapam]",Marine Fish,1,fishetarian nonveg,82.455,78.96,0.58,0.0,0.0,19.04,18.958128,0.349,0.43476,0.33143,0.08076,0.354,0.0,0.0,0.00861,5e-06,0.00024,0.0271,0.224,0.33,0.11,0.00071
P041,Myil meen,Istiophorus platypterus,"E. Indo Pacific sailfish, Peacock Fish, Sail Fish, Indian Sail Fish, Sailfish; G. Tadmachhi, Kunga; Mal. Ola meen, Olameen; Mar. Tadmasa; Common. Sailfish; [Place of collection: Chennai and Mandapam]",Marine Fish,2,fishetarian nonveg,97.99,75.57,0.56,0.0,0.0,22.89,22.114029,0.15,0.23425,0.16988,0.05525,0.179,0.0,0.0,0.0072,6e-05,0.0012,0.03008,0.268,0.365,0.06196,0.00058
P042,Nalla bontha,Epinephelus sp.,"E. Giant Rock Cod, Malabar Rockcod, Brown-spotted Grouper, Estuary Rock cod, Malabar Grouper, Morgan`s Cod, Blackspot Cod, Malabar Reef Cod, Speckled Grouper., Blacksaddle Grouper, Malabar Cod, Speckled Grouper, Grouper, Greasy Grouper, Blackspotted Rockcod, Malabar Reefcod, Estuary Cod, Malabar Rock Cod; G. Wekhali, Wekhanu., Wekhru; Kan. Gopra, Muni Meenu; Kon. Gobri; Mal. Kalawa; Mar. Gobra, Hekru, Hekaru; O. Bhala; Tam. Punni calawah, Kalava, Punni calawah; Tel. Bontha, Kodi Punju, Bontoo; Common. Large serranid fish; [Place of collection: Vizag]",Marine Fish,1,fishetarian nonveg,86.996,79.32,0.72,0.0,0.0,19.82,19.318554,0.238,0.293,0.15022,0.127,0.166,0.0,0.0,0.00904,5e-06,0.00031,0.0292,0.197,0.403,0.05787,0.0003
P043,Narba,Caranx sexfasciatus,"E. Bigeye trevally, Bigeye jack, Great trevally, Six banded trevally, Dusky jack, Dusk Jack, Tille Jack; G. Bangada, Kala Bangada; Kan. Gondlu; Mal. Maduthala, Varayan para, Kuluvel; Mar. Kala Bangada; Common. Large marine fish; [Place of collection: Vizag and Mumbai]",Marine Fish,2,fishetarian nonveg,103.248,76.37,1.6,0.0,0.0,21.95,21.763425,0.603,0.746,0.42939,0.259,0.487,0.0,0.0,0.00721,4e-06,0.00111,0.02633,0.235,0.384,0.04951,0.00045
P044,Paarai,Caranx heberi,"E. Blacktip trevally, Blacktip kingfish, Yellowtail kingfish; Common. Large marine fish; [Place of collection: Chennnai]",Marine Fish,1,fishetarian nonveg,103.965,75.77,1.84,0.0,0.0,21.58,21.48289,0.72,0.854,0.53107,0.276,0.578,0.0,0.0,0.01352,1.1e-05,0.00069,0.02759,0.284,0.384,0.04522,0.00045
P045,Padayappa,Canthidermis maculata,"E. Rough triggerfish, Spotted oceanic triggerfish; Common. Triggerfish; [Place of collection: Kochi]",Marine Fish,1,fishetarian nonveg,86.03999999999999,79.18,0.69,0.0,0.0,19.7,19.99747,0.169,0.33165,0.23568,0.08365,0.248,0.0,0.0,0.00983,3e-06,0.00033,0.02898,0.256,0.49,0.03387,0.00148
P046,Pali kora,Panna microdon,E. Panna croaker; [Place of collection: Kochi],Marine Fish,1,fishetarian nonveg,94.166,78.63,1.81,0.0,0.0,19.25,18.520425,0.761,0.783,0.39521,0.352,0.431,0.0,0.0,0.01703,2e-06,0.00042,0.028,0.195,0.364,0.05485,0.00038
P047,Pambada,Lepturacanthus savala,"E. Savalai hairtail, Small head hairtail, Small Headed Hairtail, Small Headed Ribbon Fish, Small headed Ribbonfish, Silver Ribbon Fish, Hair Tail, Ribbon Fish; G. Patti; Kan. Pambole; Kon. Bale; Mal. Vellasavala, Thalayan, Vellathalayan, Karupputhalayan, Karuppusavala, Vellithalayan; Mar. Baia, Wagti, Bala; Tam. Chavalai, Karthigaivalai, Savalai, Mattachavalai, Olavalai; Tel. Nadippussavallu, Peddasavallu, Yellasavallu, Savala, Kothisavallu; Common. Snapper; [Place of collection: Chennai and Kochi]",Marine Fish,2,fishetarian nonveg,128.343,74.67,4.44,0.0,0.0,21.95,21.73928,1.959,2.042,1.01278,0.857,1.185,0.0,0.0,0.01653,2.3e-05,0.00038,0.02987,0.17,0.263,0.08265,0.00041
P048,Pandukopa,Pseudosciaena manchurica,"E. Larimichthys polyactis, Redlip croaker, Small yellow croaker, Little yellow croaker, Yellow corvina; Common. Croaker; [Place of collection: Vizag]",Marine Fish,1,fishetarian nonveg,86.03999999999999,77.46,0.65,0.0,0.0,19.73,19.550457,0.195,0.27163,0.16242,0.08963,0.182,0.0,0.0,0.01218,4e-06,0.00047,0.02915,0.203,0.427,0.04915,0.00033
P049,Parava,Lactarius lactarius,"E. False trevally, Big jawed jumper, Big jawed jumber; G. Dhangari, Dangri, Chapla, Katli; Kan. Saundala, Adai minu; Mal. Adavu, Parava; Mar. Saundala, Pervi; Tam. Sudumbu, Suthumbu, Guthippu; Tel. Sudumbu, Sudumbala, Kuthuppu; [Place of collection: Kochi]",Marine Fish,1,fishetarian nonveg,111.613,77.19,2.74,0.0,0.0,21.5,19.70475,1.184,1.231,0.56121,0.621,0.61,0.0,0.0,0.02912,6e-06,0.00358,0.03252,0.194,0.363,0.08408,0.00056
P050,Parcus,Psettodes erumei,"E. Indian halibut, Indian Turbot; G. Hario, Dataro; Kon. Box Lep; Mar. Zhipali, Bhakas; Tam. Erumei nakku; Tel. Noree nalaka; Common. Large primitive flatfish; [Place of collection: Mumbai]",Marine Fish,1,fishetarian nonveg,86.279,79.01,0.62,0.0,0.0,19.87,19.695144,0.166,0.26755,0.1876,0.07055,0.197,0.0,0.0,0.02108,5e-06,0.00028,0.02884,0.218,0.446,0.06438,0.00033
P051,Parrot fish,Scarus ghobban,"E. Blue barred parrotfish, Blue trim parrotfish, Cream parrotfish, Globe headed parrotfish, Green blotched parrotfish, Yellow scale parrotfish, Bluechin parrotfish; Mal. Chandi; Common. Marine fish; [Place of collection: Mandapam]",Marine Fish,1,fishetarian nonveg,89.625,76.84,0.57,0.0,0.0,20.82,20.784606,0.174,0.213,0.06946,0.135,0.078,0.0,0.0,0.00921,2.1e-05,0.00038,0.02888,0.316,0.432,0.05179,0.00031
P052,Perinkilichai,Pinjalo pinjalo,"E. Pinjalo Snapper; Tam. Mette mirrei, Polei oolavai; Common. Snapper; [Place of collection: Chennai]",Marine Fish,1,fishetarian nonveg,92.493,78.33,0.87,0.0,0.0,20.89,20.839864,0.29,0.379,0.25978,0.101,0.278,0.0,0.0,0.00725,1.5e-05,0.00029,0.02901,0.236,0.365,0.03416,0.00036
P053,Phopat,Coryphaena hippurus,"E. Mahi mahi, Common dolphinfish, Common Dolphin Fish; B. Pomfret; G. Halwa, Adadio, Himra Machhi; Kan. Thondrotte; Mal. Affunose, Avoli, Karuvoli, Vellavoli; Mar. Abanoos, Halwa, Himra Masa; O. Baal; Tam. Karuvaval, Vavval, Vanna, Vellaivaval, Badahlan, Koppurai kula; Tel. Chanduva, Nallachanduva, Thellachanduva; Common. Surface dwelling ray finned fish; [Place of collection: Chennai, Kochi, Vizag and Mumbai]",Marine Fish,4,fishetarian nonveg,101.336,76.42,1.33,0.0,0.0,22.05,21.465675,0.441,0.654,0.41861,0.198,0.456,0.0,0.0,0.00932,1.3e-05,0.00047,0.03227,0.258,0.439,0.0362,0.00036
P054,Piranha,Pygopritis sp.,[Place of collection: Kochi],Marine Fish,1,fishetarian nonveg,131.21099999999998,76.15,5.43,0.0,0.0,20.46,20.451816,1.973,2.946,0.5829,2.357,0.589,0.0,0.0,0.01485,3e-06,0.0005,0.02341,0.17,0.323,0.03897,0.00043
P055,"Pomfret, black",Parastromateus niger,"E. Black pomfret, Brown Pomfret; G. Halwa, Adadio; Kan. Thondrotte; Kon. Halwa; Mal. Vellavoli, Karuvolli, Avoli, Karauthakoli; Mar. Halwa; Tam. Vellaivaval, Vavval, Karuvaval; Tel. Nallachanduva, Chanduva, Thellachanduva; Common. Pomfret; [Place of collection: Kochi, Chennai, Mumbai, Mandapam, Vizag and Goa]",Marine Fish,2,fishetarian nonveg,123.085,74.43,4.83,0.0,0.0,18.91,19.08019,2.229,2.133,1.1125,0.972,1.161,0.0,0.0,0.0181,8e-06,0.00078,0.02822,0.195,0.295,0.06909,0.0005
